# 会话360 课文英文对照 — 汉字<TAB>English (keyed by the exact speech line, speaker stripped).
# Merged into src/data/texts/huihua360-*.json by scripts/convert_360.py.
# Learner-friendly English; edit here (not the JSON), then re-run the converter.
上次手机丢了，这次手机坏了。你怎么这么粗心啊！	Last time you lost your phone, this time it's broken. How can you be so careless!
我以后一定注意。	I'll definitely be careful from now on.
小天，听说你住院了，大家都很关心你。	Xiaotian, I heard you're in the hospital; everyone is worried about you.
谢谢你！我学滑雪的时候脚骨折了。	Thank you! I broke my foot while learning to ski.
怎么这么不小心啊！医生说你什么时候能出院？	How could you be so careless! When did the doctor say you can be discharged?
还得住一个星期。	I still have to stay for another week.
这个医院怎么样？	How is this hospital?
这里的医生不但水平高，而且很热情，就是这里的菜我不爱吃。	The doctors here are not only highly skilled but also very warm; it's just that I don't like the food here.
你看，这是什么？	Look, what's this?
啊，都是我爱吃的！	Ah, it's all the food I love!
爷爷、奶奶好！这是送给你们的花儿和水果。	Hello, Grandpa and Grandma! These flowers and fruit are for you.
谢谢你们！来，坐这边。	Thank you! Come, sit over here.
你们在这儿住了多久了？	How long have you been living here?
不到一年。因为孩子去国外了，不方便照顾我们，所以我们就来这儿住了。	Less than a year. Because our children went abroad and can't easily take care of us, we came to live here.
这里生活方便吗？	Is life convenient here?
在这儿不但生活方便，而且孩子们放心。因为这儿有专业的医生、护士，所以不用为看病担心。	Here life is not only convenient, but our children can also relax. Because there are professional doctors and nurses here, we don't have to worry about medical care.
对老人来说，健康是最重要的。	For the elderly, health is the most important thing.
爷爷、奶奶，我给你们唱首汉语歌吧！	Grandpa, Grandma, let me sing you a Chinese song!
你还会唱汉语歌？真是多才多艺啊！	You can even sing Chinese songs? You're really talented!
你好，请坐！请你先做一下自我介绍。	Hello, please have a seat! Please introduce yourself first.
我叫文强，现在是北京体育大学的留学生。	My name is Wenqiang; I'm currently an international student at Beijing Sport University.
你想当什么志愿者？	What kind of volunteer do you want to be?
我想教孩子踢足球。	I want to teach children to play soccer.
你为什么对这个感兴趣？	Why are you interested in this?
我是足球专业的，如果可以教孩子踢足球，就能让更多的中国孩子了解足球，喜欢足球。	I major in soccer. If I can teach children to play soccer, I can help more Chinese children learn about soccer and come to love it.
你都什么时间可以工作？	When are you available to work?
我每周一、周三下午没有课，可以工作，周末也没问题。	I have no classes on Monday and Wednesday afternoons, so I can work then, and weekends are fine too.
很好，欢迎你加入我们。	Great, welcome to join us.
你好，张月。	Hello, Zhang Yue.
您好！我很高兴有机会来参加今天的面试。	Hello! I'm very glad to have the chance to take part in today's interview.
你以前做什么工作的？	What did you do for work before?
我以前在一家饭店工作。	I used to work at a restaurant.
你为什么要换工作呢？	Why do you want to change jobs?
主要是为了孩子。原来工作的地方离我家太远了。	Mainly for my child. My previous workplace was too far from home.
你觉得自己有什么优点？	What do you think your strengths are?
我做事比较认真，遇到问题会马上想办法解决。	I'm fairly conscientious in my work, and when I run into problems I immediately find a way to solve them.
缺点呢？	And your weaknesses?
如果事情太多，我就容易着急。这是我应该改的地方。	If there's too much to do, I get anxious easily. That's something I should work on.
好的，今天的面试就到这里，下周我们会给你通知。谢谢！	Okay, that's it for today's interview. We'll let you know next week. Thank you!
喂，你听得到吗？我听不到。喂？	Hello, can you hear me? I can't hear you. Hello?
喂，怎么这么吵？现在听得到吗？	Hello, why is it so noisy? Can you hear me now?
现在听到了，你的声音有点儿小，大点儿声。	I can hear you now; your voice is a bit soft, speak up a little.
那我再打一次。喂，这次听得到吗？	Then I'll call again. Hello, can you hear me this time?
现在好了。你到哪儿了？十点到得了到不了？	It's fine now. Where are you? Can you make it by ten?
我早就到了，你到哪儿了？	I arrived a long time ago. Where are you?
我也到博物馆了。你在哪儿呢？	I've reached the museum too. Where are you?
我们不是商量好在入口见吗？我一直在这儿等着呢。	Didn't we agree to meet at the entrance? I've been waiting here the whole time.
我也在入口，为什么看不见你呢？	I'm at the entrance too. Why can't I see you?
原来我在出口。	It turns out I'm at the exit.
主任，咱们订的书送过来了。	Director, the books we ordered have been delivered.
已经送上来了吗？在哪儿呢？	Have they been brought up already? Where are they?
还没有，司机说车停在外面，开不进来，我现在出去看看。	Not yet; the driver says the truck is parked outside and can't drive in. I'll go out and take a look now.
最好让他们直接搬上来，放到会议室去。	It'd be best to have them carry the books straight up and put them in the meeting room.
司机说就剩下他一个人，恐怕得咱们自己搬。	The driver says he's the only one left, so I'm afraid we'll have to carry them ourselves.
咱们自己怎么搬得动？你叫文强来帮忙吧。	How can we carry them by ourselves? Ask Wenqiang to come help.
不好，我的书要掉下去了！文强，帮帮我！	Oh no, my books are about to fall! Wenqiang, help me!
我现在也帮不了你，我也搬不动了。	I can't help you right now either; I can't carry any more.
你们快把书放到推车上来！	Quick, put the books on the cart!
这办法太好了！要不这么多书咱们肯定搬不了。	That's a great idea! Otherwise we definitely couldn't move this many books.
文强，再往里一点儿，要不电梯关不上。	Wenqiang, move in a bit more, or the elevator won't close.
你怎么看起来不太高兴？	Why do you look a bit unhappy?
唉，中文越学越难，我在想要不要放弃。	Sigh, the more I study Chinese the harder it gets; I'm wondering whether to give up.
怎么能放弃呢？只有坚持，才能胜利。	How can you give up? Only by persevering can you succeed.
可是我觉得我的中文进步不大。	But I feel my Chinese hasn't improved much.
怎么会呢？我们都觉得你进步很大，也很快。	How could that be? We all think you've made great, fast progress.
谢谢你这样说。不过我还是很担心。	Thank you for saying that. But I'm still worried.
你是在担心期末考试吗？	Are you worried about the final exam?
被你看出来了。我一到考试就很紧张。	You saw right through me. I get nervous whenever it's exam time.
你不要担心了，我们一起复习，肯定没问题的。	Don't worry anymore; we'll review together and it'll definitely be fine.
祝贺你期末考试取得了好成绩！	Congratulations on getting good results on the final exam!
谢谢你们，也谢谢大家对我的帮助！	Thank you all, and thank you everyone for your help!
我们真舍不得你回国！	We really don't want you to go back to your country!
是啊！感觉好像你刚到中国，马上又要离开了。	Yeah! It feels like you just arrived in China and now you're leaving already.
我也觉得时间过得太快了。	I feel time has passed too quickly too.
你回国以后是工作还是读书？	After you go home, will you work or study?
我还没毕业，等回国以后要准备开学了。	I haven't graduated yet; after I go home I'll get ready for the new term.
祝你学习进步！	I wish you progress in your studies!
谢谢！认识你们是我在中国最开心的事。	Thank you! Meeting you all has been the happiest part of my time in China.
来！为咱们的友谊干杯！	Come on! A toast to our friendship!
我们会想你的。以后有机会一定再到中国来。	We'll miss you. Come back to China whenever you get the chance.
谢谢你们，我也会想你们的。	Thank you all; I'll miss you too.
