唯独	adv	only; alone	大家都来了，唯独他没来。
唱	v	to sing	唱歌
唱歌	v	to sing	她喜欢唱歌。
唾弃	v	to despise; reject	大家都唾弃这种行为。
商业	?	business; commerce	我想了解商业。
商务	?	business affairs	我想了解商务。
商品	?	goods; commodity	商店里有很多商品。
商场	?	shopping mall; department store	我去商场买衣服。
商店	?	shop; store	我去商店。
商量	v	to discuss; consult	我们商量一下这件事。
啊	part	modal particle expressing confirmation/emotion	是啊。
啤酒	?	beer	他点了一瓶啤酒。
啦	?	sentence particle	别担心啦！
喂	intj	hello (on the phone)	喂，你好。
善于	v	to be good at	他善于跟人沟通。
善良	?	kind-hearted	他很善良。
喉咙	?	throat	我的喉咙有点儿疼。
喊	v	to shout; call	喊名字
喘气	v	to breathe heavily; gasp	跑完以后他一直喘气。
喜悦	?	joy; happiness	她脸上充满喜悦。
喜欢	v	to like	我喜欢喝茶。
喜爱	v	to like; love	孩子们喜爱大熊猫。
喜闻乐见	?	popular; loved by the public	这种节目很喜闻乐见。
喝	v	to drink	我喝水。
喧哗	a	noisy; uproar	请不要在教室里喧哗。
嗅觉	?	sense of smell	狗的嗅觉很灵敏。
嗨	?	hi; hey	嗨，好久不见！
嗯	intj	yes; mm-hmm	嗯，我知道了。
嘈杂	a	noisy; clamorous	这里太嘈杂了。
嘛	part	particle: after all; you know	别担心嘛，会有办法的。
嘱咐	v	to instruct; remind	医生嘱咐他多休息。
嘲笑	v	to laugh at; mock	不要嘲笑别人。
嘴	?	mouth	孩子的嘴很小。
嘴唇	?	lip	她的嘴唇有点儿干。
嘿	intj	hey	嘿，你的手机掉了！
器官	?	organ	心脏是重要器官。
器材	?	equipment; apparatus	体育器材都在这里。
噪音	?	noise	外面的噪音太大。
嚷	v	to shout; yell	别在教室里嚷。
四	num	four	我家有四口人。
四季	?	four seasons	这里四季都很漂亮。
四肢	?	four limbs	运动可以活动四肢。
回	v	to return; to go back	我下午回家。
回去	v	to return; go back	我想回去。
回国	v	to return to one's home country	他下个月回国。
回忆	v	to recall; memory	我常常回忆大学生活。
回报	v	to repay; return; reward	努力会有回报。
回来	v	to come back; return	爸爸回来了。
回答	v	to answer; answer	请回答这个问题。
回避	v	to avoid; evade	不要回避这个问题。
回顾	v	to review; look back	我们一起回顾过去。
因为	conj	because	因为下雨，我不出去。
因此	conj	therefore	今天下雨，因此我没去。
因素	?	factor	我想了解因素。
因而	?	therefore	他准备充分，因而很有信心。
团圆	v	to reunite; family reunion	春节一家人终于团圆了。
困	?	sleepy	我很困。
困难	?	difficulty; difficult	这个问题很困难。
围绕	v	to center around	围绕这个话题
固定	?	fixed; to fix	请把桌子固定好。
固有	?	inherent; existing	每种文化都有固有特点。
固然	adv	certainly; admittedly	努力固然重要，方法也很重要。
国	?	country; nation	你是哪国人？
国外	?	abroad; foreign countries	他在国外工作。
国宝	?	national treasure	大熊猫是中国的国宝。
国家	?	country	你去过哪些国家？
国籍	?	nationality; citizenship	他的国籍是中国。
国际	?	international	这是一场国际比赛。
图书馆	?	library	我去图书馆看书。
图案	?	pattern; design	衣服上的图案很好看。
圆	a	round	这张桌子是圆的。
圆满	?	satisfactory; successful	会议圆满结束。
圈	?	circle; ring	请画一个圈。
圈儿	?	circle; lap	我跑了三圈儿。
圈套	?	trap; trick	这是一个圈套。
土壤	?	soil	这种植物喜欢湿润的土壤。
在	v	to be at/in; at; in	我在学校。
在乎	v	to care about	我很在乎家人的看法。
在于	v	to lie in; consist in	成功在于坚持。
在意	v	to care about; mind	别太在意别人的看法。
地	part	structural particle for adverbials	他认真地学习。
地位	?	position; status	我想了解地位。
地区	?	region; area	我去过这个地区。
地图	?	map	地图在桌子上。
地址	?	address	请写下你的地址。
地方	?	place	这个地方很安静。
地步	?	point; situation	事情已经到了这个地步。
地点	?	place; location	见面的地点在哪儿？
地球	?	Earth; globe	我们要保护地球。
地理	?	geography	我想了解地理。
地道	?	authentic; genuine	地道的北京话
地铁	?	subway	我坐地铁上班。
地震	?	earthquake	昨晚发生了地震。
场	mw	measure word for events	下午有一场比赛。
场合	?	occasion; situation	正式场合要注意礼貌。
场所	?	place; site	这里是公共场所。
场面	?	scene; situation	现场的场面很热闹。
均匀	?	even; well-distributed	颜色很均匀。
坏	a	bad; broken	我的电脑坏了。
坐	v	to sit; to take (transport)	请坐。
坑	?	pit; hole	路边有一个大坑。
块	mw	yuan; piece (colloquial measure word)	这个杯子十块钱。
坚决	?	resolute; determined	他很坚决。
坚定	?	firm; determined	他的态度很坚定。
坚持	v	to persist; insist	他每天坚持运动。
坚硬	a	hard; solid	这种石头非常坚硬。
坚韧	?	tough; tenacious	她性格十分坚韧。
坠	v	to fall; drop	树上的果子坠了下来。
坦白	?	frank; to confess	我想坦白告诉你。
垂直	?	vertical; perpendicular	这面墙几乎是垂直的。
垃圾	?	garbage; trash	请把垃圾扔了。
垃圾桶	?	trash can	请把垃圾扔进垃圾桶。
垄断	v	to monopolize; monopoly	这家公司一度垄断市场。
垫	v	to put something underneath; pad	请在桌脚下面垫一块木头。
埋伏	v	to lie in ambush; ambush	警察在附近埋伏。
埋怨	v	to complain; blame	别总埋怨别人。
城市	?	city	这个城市很大。
培养	v	to cultivate; train	培养兴趣
培育	v	to cultivate; nurture	学校重视培育年轻人才。
培训	v	to train	公司正在培训新员工。
基因	?	gene	基因会影响一些特点。
基地	?	base; center	这里是研究基地。
基本	?	basically	我基本同意。
基本上	?	basically; generally	我基本上同意。
基础	?	foundation; basis	我的汉语基础不错。
堆	?	pile; heap	一个堆
堆积	v	to pile up; accumulate	仓库里堆积了很多货物。
堕落	v	to degenerate; fall	他不想让自己堕落。
堵塞	v	to block; congestion	下水道堵塞了。
堵车	?	traffic jam	路上堵车了。
塌	v	to collapse	那面墙塌了。
塑料袋	?	plastic bag	我们应该少用塑料袋。
塑造	v	to shape; portray	教育会塑造一个人。
填空	v	to fill in a blank	请完成这个填空题。
境界	?	level; state	他的艺术达到了很高境界。
墙	?	wall	墙上有一张照片。
增加	v	to increase; add	人数增加了。
增添	v	to add; increase	花朵给房间增添了颜色。
墨水	?	ink	笔里没有墨水了。
士兵	?	soldier	他是一名士兵。
壮丽	?	magnificent; splendid	这里的山河十分壮丽。
壮观	?	spectacular	瀑布非常壮观。
声	mw	measure word for sounds	我听见一声。
声誉	?	reputation	这家公司声誉很好。
声音	?	sound; voice	你的声音很好听。
壶	?	pot; kettle	这是我的壶。
处境	?	situation; position	他的处境很困难。
处理	v	to handle; deal with	处理问题
处置	v	to handle; dispose of	旧设备需要及时处置。
备忘录	?	memorandum; memo	我写了一份会议备忘录。
复习	v	to review	晚上我复习汉语。
复印	v	to photocopy	请复印这份文件。
复杂	?	complicated	这个问题很复杂。
夏天	?	summer	夏天很热。
夕阳	?	setting sun; sunset	夕阳很美。
外	?	outside; outer	自行车在门外。
外交	?	diplomacy	我想了解外交。
外公	?	maternal grandfather	我想了解外公。
外出	v	to go out	今天我要外出。
外卖	?	takeaway; takeout	点外卖
外国	?	foreign country	他是外国学生。
外地	?	another place; out of town	他是从外地来的。
外界	?	outside world	他很少和外界联系。
外行	?	layperson; outsider	我对艺术是个外行。
外表	?	appearance; exterior	不要只看一个人的外表。
外语	?	foreign language	我在学一门外语。
外边	?	outside	外边下雨了。
外面	?	outside	外面很冷。
多	a	many; much; how (with adjective)	你多大？
多么	intj	how; what (exclamation)	今天天气多么好啊！
多亏	?	thanks to; luckily	多亏你提醒我。
多元化	?	diverse; diversified	社会变得越来越多元化。
多少	pron	how many; how much	这个多少钱？
多才多艺	?	multi-talented; versatile	她真是多才多艺。
夜	?	night	夜已经很深了。
够	v	to be enough	这些钱够了。
大	a	big; old (age)	你多大？
大不了	?	at worst; at most	大不了我们重新开始。
大人	?	adult	大人坐这边。
大伙儿	?	everyone; everybody	大伙儿都到了。
大体	?	roughly; generally	情况大体如此。
大使馆	?	embassy	我去大使馆。
大厅	?	hall; lobby	我们在大厅见。
大厦	?	large building	我去过这个大厦。
大型	?	large-scale	这是一个大型活动。
大夫	?	doctor	他是大夫。
大学	?	university; college	我在大学学习汉语。
大学生	?	university student	他是大学生。
大家	pron	everyone; everybody	大家好。
大小	?	size	你要多大的？看看大小。
大意	?	careless; negligent	考试时不能大意。
大方	?	generous	他很大方。
大概	?	roughly; probably	现在大概八点。
大熊猫	?	giant panda	我很喜欢大熊猫。
大约	?	approximately	我们等了大约十分钟。
大肆	?	on a large scale; wantonly	商家大肆宣传新产品。
大脑	?	brain	大脑需要充分休息。
大臣	?	minister; high official	国王召集大臣开会。
大自然	?	nature	我喜欢大自然。
大致	?	roughly; approximately	我大致了解情况。
大衣	?	coat; overcoat	今天冷，穿大衣吧。
大门	?	main gate; entrance	我在学校大门等你。
天	?	day	三天
天伦之乐	?	family happiness	春节一家人享受天伦之乐。
天堂	?	heaven; paradise	这里安静得像天堂。
天才	?	genius	他是数学天才。
天文	?	astronomy	他从小喜欢天文。
天气	?	weather	今天天气很好。
天生	?	innate; born	他天生喜欢音乐。
天真	?	naive; innocent	他很天真。
天空	?	sky	我想了解天空。
天赋	?	talent; gift	她很有音乐天赋。
太	adv	too; very	今天太热了。
太太	?	wife; Mrs.	周太太在家。
太阳	?	sun	今天太阳很好。
太阳镜	?	sunglasses	夏天我戴太阳镜。
夫人	?	madam; wife	王夫人已经到了。
夫妇	?	married couple	这对夫妇很喜欢旅行。
夫妻	?	husband and wife; married couple	他们是一对夫妻。
失去	v	to lose	他失去了工作。
失望	?	disappointed	我有点儿失望。
失眠	v	to suffer from insomnia	我昨晚失眠了。
失误	?	mistake; error	这次失误影响了结果。
失败	v	to fail; failure	这次我们失败了。
头	?	head	头疼
头发	?	hair	她的头发很长。
头脑	?	mind; brain	遇到问题要保持头脑清醒。
夸	v	to praise	老师夸他进步很大。
夸张	?	exaggerated	他的说法有点儿夸张。
夹杂	v	to mix with; be mixed with	空气中夹杂着花香。
奇妙	?	wonderful; marvelous	深海世界十分奇妙。
奇怪	a	strange; odd	这件事很奇怪。
奇迹	?	miracle	我想了解奇迹。
奋斗	v	to strive; struggle	我们要为梦想奋斗。
奔波	v	to rush about	他常年在外奔波。
奔驰	v	to speed; gallop	汽车在高速路上奔驰。
奖励	v	to reward; reward	公司奖励了优秀员工。
奖学金	?	scholarship	他获得了奖学金。
奖金	?	bonus; prize money	他得到了奖金。
套	?	set; suite	一套房子
奢侈	?	luxurious; extravagant	这家酒店很奢侈。
奥秘	?	mystery; secret	科学帮助我们探索自然奥秘。
女	?	female; woman	那个女的是我姐姐。
女儿	?	daughter	她有一个女儿。
女士	?	lady; madam	那位女士在等车。
女孩儿	?	girl	那个女孩儿是谁？
女朋友	?	girlfriend	这是他的女朋友。
女生	?	female student; girl	班里有十个女生。
奴隶	?	slave	不要做手机的奴隶。
奶奶	?	grandmother (paternal)	奶奶在家休息。
奶茶	?	bubble tea	我喜欢喝奶茶。
她	pron	she; her	她是老师。
她们	pron	they (female)	她们都是学生。
好	a	good; well	你好。
好久	?	a long time	好久不见！
好像	?	as if; seem	他好像不在家。
好几	a	several; quite a few	我等了好几个小时。
好吃	a	delicious; tasty	这个菜很好吃。
好听	?	pleasant to hear	这个很好听。
好处	?	benefit; advantage	运动有很多好处。
好多	a	many; a lot of	这里有好多人。
好奇	?	curious	他很好奇。
好好	?	well; carefully	你要好好学习。
好客	v	to be hospitable	这里的人很热情好客。
好玩儿	?	fun; interesting	这个很好玩儿。
好看	?	good-looking; nice to look at	很好看
如今	?	nowadays	如今生活方便多了。
如何	?	how	这个问题如何解决？
如果	conj	if	如果下雨，我们就在家。
妄想	?	vain hope; delusion	别妄想不努力就成功。
妇女	?	woman; women	很多妇女参加了活动。
妈妈	?	mom; mother	我妈妈是老师。
妥当	?	proper; appropriate	事情已经安排妥当。
妨碍	v	to hinder	别妨碍别人工作。
妹妹	?	younger sister	我妹妹是学生。
妻子	?	wife	他妻子是老师。
始终	?	all along; from beginning to end	他始终没有放弃。
姐姐	?	older sister	我姐姐是老师。
姑且	?	for the time being; tentatively	这个问题姑且放一放。
姑姑	?	aunt; father's sister	他是一名姑姑。
姑娘	?	girl; young woman	他是一名姑娘。
姓	v	to be surnamed; surname	你姓什么？
姓名	?	full name	请写姓名。
委屈	v	to feel wronged; wronged	他觉得很委屈。
委托	v	to entrust; commission	他委托我办理这件事。
姥姥	?	maternal grandmother	我想了解姥姥。
姿势	?	pose; posture	我想了解姿势。
姿态	?	posture; attitude	她站立的姿态很优美。
威信	?	prestige; credibility	他在团队中很有威信。
威望	?	prestige; authority	他在行业里很有威望。
威胁	v	to threaten	这会威胁安全。
威风	?	impressive; imposing	他穿制服很威风。
娃娃	?	baby; child	那个娃娃很可爱。
娱乐	?	entertainment; entertain	周末我们看电影娱乐一下。
婚姻	?	marriage	我想了解婚姻。
婚礼	?	wedding	我想了解婚礼。
婴儿	?	infant; baby	这个婴儿正在睡觉。
媒体	?	media	我想了解媒体。
媳妇	?	wife; daughter-in-law	他的媳妇很贤惠。
嫉妒	v	to be jealous; envy	不要嫉妒别人。
嫌	v	to dislike; complain about	他嫌这里太吵。
嫌疑	?	suspicion; suspect	他有很大嫌疑。
嫩	?	tender; soft	这个菜很嫩。
子弹	?	bullet	枪里没有子弹。
孔	?	hole; opening	墙上有一个小孔。
孕育	v	to breed; give birth to; nurture	好的环境会孕育机会。
字	?	character; written word	这个字怎么读？
存	v	to store; save	我想去银行存钱。
存在	v	to exist	这个问题一直存在。
孙子	?	grandson	他是我的孙子。
孝顺	v	to be filial; filial	他很孝顺父母。
季军	?	third place	她获得了女子组季军。
季度	?	quarter of a year	这个季度销售很好。
季节	?	season	你最喜欢哪个季节？
孤独	?	lonely; solitude	一个人在国外有时会感到孤独。
学	v	to learn; study	我学中文。
学习	v	to study; to learn	我学习汉语。
学位	?	academic degree	她获得了博士学位。
学期	?	semester; term	这个学期很忙。
学校	?	school	我去学校。
学生	?	student	我是学生。
学说	?	theory; doctrine	这个学说很有影响。
学问	?	knowledge; learning	我想了解学问。
孩子	?	child	这个孩子五岁。
宁可	?	would rather	我宁可走路，也不坐车。
宁愿	?	would rather	我宁愿走路，也不坐这么挤的车。
宁肯	?	would rather	我宁肯早点儿出发。
它	pron	it	它是我的猫。
它们	pron	they (things/animals)	它们都很小。
守岁	v	to stay up on Lunar New Year's Eve	除夕晚上很多人守岁。
守护	v	to guard; protect	父母守护孩子成长。
安全	a	safe; safety	这里很安全。
安宁	?	peaceful; calm	大家都希望生活安宁。
安慰	v	to comfort; to console	安慰朋友
安排	v	to arrange	我来安排时间。
安置	v	to arrange; settle	公司给新员工安置了宿舍。
安装	v	to install; to fix	安装软件
安静	a	quiet	这里很安静。
完	v	to finish; complete	我吃完了。
完全	?	completely	我完全同意。
完善	v	to improve; complete	这个系统还需要完善。
完备	?	complete; comprehensive	学校的设施很完备。
完成	v	to complete	我完成作业了。
完整	?	complete	这篇文章很完整。
完毕	v	to finish; complete	会议已经完毕。
完美	?	perfect	没有人是完美的。
宗教	?	religion	不同地区有不同宗教传统。
宗旨	?	purpose; principle	我们的宗旨是服务学生。
官	?	government official	他是一名官。
官方	?	official; authorities	这是官方消息。
定义	?	definition; to define	请先解释这个词的定义。
定期	?	regularly; at fixed intervals	我定期去体检。
宝贝	?	baby	这个孩子是妈妈的宝贝。
宝贵	?	precious; valuable	时间很宝贵。
实事求是	v	to seek truth from facts	做研究要实事求是。
实力	?	strength; ability	这支队伍实力很强。
实在	adv	really; honest	我实在太累了。
实惠	?	good value; practical	这家店的饭又好吃又实惠。
实施	v	to carry out; implement	这个计划下个月开始实施。
实现	v	to realize; achieve	实现理想
实用	?	practical	这个方法很实用。
实行	v	to carry out; implement	学校开始实行新规定。
实话	?	truth	我想了解实话。
实质	?	essence; substance	问题的实质是什么？
实践	v	to put into practice; practice	学到的方法要在实践中使用。
实际	?	reality; actual	这个办法很实际。
实际上	?	actually; in fact	实际上，我已经知道了。
实验	?	experiment; to experiment	我们做了一个实验。
宠物	?	pet	我家有一只宠物狗。
审查	v	to examine; review	申请需要经过审查。
审美	?	aesthetic; appreciation of beauty	每个人的审美不同。
客人	?	guest; customer	家里来了客人。
客厅	?	living room	我在客厅看电视。
客户	?	client; customer	我们要了解客户的需要。
客气	a	polite; courteous	你太客气了。
客观	?	objective	客观事实
宣传	v	to publicize; promote	学校正在宣传这个活动。
宣扬	v	to promote; publicize	他总爱宣扬自己的成绩。
宣泄	v	to vent; release	运动可以宣泄压力。
室	?	room (suffix)	会议室在二楼。
宫殿	?	palace	这座宫殿有几百年历史。
害怕	a	afraid; scared	我有点儿害怕。
害羞	?	shy; to be shy	她有点儿害羞。
家	?	home; family	我家有三个人。
家乡	?	hometown	我的家乡很美。
家人	?	family member	我爱我的家人。
家伙	?	fellow; guy; thing	那个家伙跑得真快。
家具	?	furniture	我想买新家具。
家务	?	household chores	我想了解家务。
家喻户晓	?	known to every household	这个名字家喻户晓。
家属	?	family member	病人的家属在外面等。
家常	?	daily family matters; homestyle	他们坐下来聊家常。
家庭	?	family	我想了解家庭。
容忍	v	to tolerate; put up with	我不能容忍这种行为。
容易	a	easy	这个问题很容易。
容纳	v	to hold; accommodate	这个教室能容纳一百人。
宽	a	wide	这条路很宽。
宽容	?	tolerant; forgiving; tolerance	我们要学会宽容别人。
宽敞	?	spacious	这个房间很宽敞。
宾馆	?	hotel	宾馆离机场很近。
宿舍	?	dormitory	在宿舍
寂寞	?	lonely	他很寂寞。
寂静	?	silent; quiet	夜里四周一片寂静。
寄	v	to mail; to send	我去邮局寄东西。
寄托	v	to place hopes or feelings on	父母把希望寄托在孩子身上。
密切	?	close; intimate	我们保持密切联系。
密码	?	password	我忘记密码了。
富	a	rich	他家很富。
富裕	?	wealthy; well-off	这个村子越来越富裕。
寒假	?	winter vacation	学生开始放寒假了。
寒暄	v	to exchange greetings; small talk	见面后我们寒暄了几句。
寓言	?	fable; allegory	这个寓言很有意思。
对	prep	correct; toward; to	你说得对。
对不起	?	sorry	对不起。
对了	?	by the way	对了，还有一件事
对于	prep	with regard to	对于我来说，这很重要。
对付	v	to deal with; handle	这个问题不好对付。
对待	v	to treat	对待病人
对手	?	opponent; rival	他是一名对手。
对抗	v	to resist; oppose; confront	两队正在激烈对抗。
对方	?	the other side; the other party	我想了解对方。
对比	v	to compare; contrast	对比两个方法
对照	v	to compare; comparison	请把两份数据对照一下。
对立	?	opposed; opposition	两种观点完全对立。
对策	?	countermeasure; solution	我们需要想一个对策。
对联	?	Spring Festival couplet; antithetical couplet	春节时我们贴对联。
对话	?	dialogue; to talk	请听这段对话。
对象	?	target; object	我想了解对象。
对面	?	opposite side	学校就在对面。
寺庙	?	temple	山上有一座古寺庙。
寻找	v	to look for	我正在寻找一个办法。
寻觅	v	to seek; look for	他一直在寻觅机会。
导游	?	tour guide	他是导游。
导演	?	director; to direct	导演电影
导致	v	to cause; lead to	压力太大会导致失眠。
导航	?	navigation; to navigate	开车时我用手机导航。
封	mw	measure word for letters or emails	我收到一封邮件。
封建	?	feudal	这是封建社会的制度。
封锁	v	to block; seal off	道路被警方封锁了。
封闭	v	to close; sealed	这条路暂时封闭。
射(击)	v	to shoot	他正在练习射击。
将来	?	future	将来我想当老师。
将近	?	nearly; close to	会议开了将近两个小时。
尊严	?	dignity	每个人都有尊严。
尊敬	v	to respect	学生都很尊敬老师。
尊重	v	to respect	我们应该尊重别人。
小	a	small; little	我有小猫。
小伙子	?	young man	他是小伙子。
小区	?	residential community	我住在这个小区。
小号	?	small size	有小号的吗？
小吃	?	snack; local specialty	我喜欢吃小吃。
小姐	?	Miss; young lady	小姐，您好。
小学	?	primary school	孩子在小学上学。
小学生	?	primary school student	他是小学生。
小孩儿	?	child; kid	小孩儿在玩。
小心	a	careful; be careful	路上小心。
小心翼翼	?	very carefully; cautiously	她小心翼翼地打开盒子。
小时	?	hour	我学习了两个小时。
小时候	?	childhood	我小时候喜欢画画。
小朋友	?	child; little friend	小朋友在玩。
小说	?	novel	我喜欢看小说。
少	a	few; little; less	这个商店人很少。
尖端	?	cutting-edge; advanced	这是尖端技术。
尚且	?	even; still	这么简单的题他尚且不会。
尝	v	to taste	你尝一下这个菜。
尝试	v	to try; attempt	我想尝试一个新方法。
尤其	adv	especially	我喜欢水果，尤其是苹果。
就	adv	then; just; right away	好，就买这个。
就业	v	to get employed; employment	大学生很关心就业问题。
就是	adv	exactly; just; that is	就是这个。
就职	v	to take office; start a job	她下个月去新公司就职。
就行	?	will do; is enough	这样就行
就近	?	nearby; at the nearest place	我们就近找一家餐厅吧。
就餐	v	to dine; eat a meal	请到二楼就餐。
尴尬	?	awkward; embarrassed	现场气氛很尴尬。
尸体	?	corpse; dead body	警方发现了尸体。
尽(力)	v	to try one's best	尽力帮助别人
尽快	?	as soon as possible	请尽快回复。
尽管	conj	although; despite	尽管很累，他还是来了。
尽量	?	as much as possible	我会尽量早点儿来。
尾巴	?	tail	这只狗的尾巴很长。
局部	?	partial; local	这是局部问题。
局限	?	limitation; to limit	这个方法有一定局限。
屁股	?	bottom; buttocks	孩子坐在地上，屁股都脏了。
层	?	floor; layer	我住在五层。
层出不穷	v	to emerge one after another	新的问题层出不穷。
层次	?	level; layer	这篇文章层次很清楚。
居住	v	to live; reside	我在这里居住了五年。
居民	?	resident	这里的居民很友好。
居然	?	unexpectedly	他居然忘了。
屈服	v	to give in; surrender	他不会向困难屈服。
届	?	session; year; class	这一届学生
屋(子)	?	house; room	我去过这个屋(子)。
屋子	?	room; house	屋子里很安静。
屏幕	?	screen	屏幕上显示了价格。
屑	?	shavings; scraps	地上有一些木屑。
展开	v	to unfold; carry out	我们展开了讨论。
展望	v	to look ahead; outlook	我们一起展望未来。
展现	v	to show; display	照片展现了深海世界。
展示	v	to display; show	请展示一下你的作品。
属于	v	to belong to	这本书属于我。
屡次	?	repeatedly; time and again	他屡次迟到。
履行	v	to fulfill; carry out	我们要履行承诺。
山	?	mountain; hill	周末我们去爬山。
山脉	?	mountain range	远处是一条长长的山脉。
岁	?	years old	你几岁？
岁月	?	years; time	岁月改变了很多事情。
岂有此理	?	how unreasonable; outrageous	这样收费，真是岂有此理！
岔	v	to change direction/topic	他突然把话题岔开了。
岗位	?	post; position	他在新的岗位工作。
岛屿	?	island	我想了解岛屿。
岩石	?	rock	海边有很多岩石。
岸	?	bank; shore; coast	船慢慢靠岸了。
峡谷	?	canyon; gorge	河流穿过深深的峡谷。
崇拜	v	to admire; idolize	很多人崇拜这位运动员。
崇敬	v	to respect deeply	我很崇敬这位科学家。
崇高	?	noble; lofty	这是一个崇高的理想。
崩溃	v	to collapse; break down	系统突然崩溃了。
崭新	?	brand-new	这是一个崭新的开始。
川流不息	?	flowing continuously; in an endless stream	街上的车辆川流不息。
州	?	prefecture; state	这个州人口很多。
工业	?	industry	我想了解工业。
工人	?	worker	他是一名工人。
工作	v	to work; work	我在学校工作。
工作日	?	weekday; workday	今天是工作日。
工具	?	tool	这是我的工具。
工厂	?	factory	他在工厂工作。
工程师	?	engineer	他是一名工程师。
工艺品	?	handicraft; artware	这是一件漂亮的工艺品。
工资	?	salary; wages	他的工资很高。
左	?	left	往左拐
左右	?	around; approximately	他三十岁左右。
左边	?	left side	我坐在左边。
巧克力	?	chocolate	我喜欢吃巧克力。
巧妙	?	ingenious; clever	这个办法很巧妙。
巨大	?	huge	这个变化很巨大。
差	v	to lack; short of; poor	现在差一刻八点。
差不多	adv	almost; about the same	我们俩差不多高。
差别	?	difference	这两种方法差别不大。
差异	?	difference	我想了解差异。
差距	?	gap; difference	我想了解差距。
已经	adv	already	我已经吃饭了。
巴不得	v	to be eager for; wish very much	我巴不得马上放假。
巷	?	lane; alley	我住在一条小巷里。
市区	?	urban area; downtown	我住在市区。
市场	?	market	我去过这个市场。
布	?	cloth	这是一块布。
布局	?	layout; arrangement	这个房间布局很合理。
布置	v	to arrange; assign	老师布置了作业。
帅	a	handsome	他很帅。
师傅	?	master worker; skilled worker	他是师傅。
希望	v	to hope; to wish	我希望明天天气好。
帐篷	?	tent	我们在山里搭了帐篷。
带	v	to bring; to take; to carry	别忘了带手机。
带领	v	to lead	老师带领学生参观博物馆。
帮	v	to help	请帮我一下。
帮助	v	to help; help	谢谢你的帮助。
帮忙	v	to help; do a favor	请帮个忙。
常	adv	often; frequently	我常来这里。
常常	adv	often; frequently	常常下雨
常用	?	commonly used; often use	这是一个常用的词。
常见	a	common; often seen	这个问题很常见。
常识	?	common knowledge	我想了解常识。
帽子	?	hat; cap	他的帽子是黑色的。
幅	mw	measure word for paintings	一幅画
幅度	?	range; extent	价格上涨幅度不大。
幢	mw	measure word for buildings	前面有一幢高楼。
干	v	to do; work	你在干什么？
干净	a	clean	房间很干净。
干劲	?	enthusiasm; drive	大家工作干劲很足。
干吗	v	to do what; why	你在干吗
干扰	v	to disturb; interfere	请不要干扰别人学习。
干旱	?	drought; dry	这里连续几年干旱。
干杯	?	cheers; toast	来，干杯！
干活儿	v	to work	他正在院子里干活儿。
干涉	v	to interfere	不要干涉别人的选择。
干燥	?	dry	冬天天气很干燥。
干脆	?	simply; just	太晚了，干脆明天再去吧。
干预	v	to intervene	家长不应过度干预。
平	?	flat; level	这条路很平。
平凡	?	ordinary; common	他过着平凡的生活。
平原	?	plain	这片平原很辽阔。
平均	?	average	平均年龄是三十岁。
平坦	?	flat; level	这条路很平坦。
平安	a	safe; well	祝你一路平安。
平常	?	ordinary; usual	今天和平常一样。
平庸	?	mediocre; ordinary	他不想过平庸的生活。
平时	adv	usually; ordinary times	我平时坐地铁上班。
平等	?	equal	人人应该平等。
平行	?	parallel	这两条线互相平行。
平衡	?	balanced; balance	工作和生活要保持平衡。
平静	?	calm; peaceful	他很平静。
平面	?	flat surface; plane	这张图是平面图。
年	?	year	我今年二十岁。
年代	?	decade; era	我记得那个年代。
年度	?	annual; year	这是我们的年度计划。
年级	?	grade; year in school	他上三年级。
年纪	?	age	我想了解年纪。
年轻	a	young	她很年轻。
年龄	?	age	年龄不是问题。
并	conj	and; moreover; actually (used for emphasis)	我并不知道。
并且	conj	and; moreover	他聪明，并且很努力。
并列	v	to place side by side; parallel	两个名字并列第一。
并非	?	not actually; by no means	成功并非偶然。
幸亏	?	fortunately	幸亏你提醒我。
幸福	a	happy; happiness	他很幸福。
幸运	a	lucky	他很幸运。
幻想	?	fantasy	我想了解幻想。
幼儿园	?	kindergarten	孩子在幼儿园上学。
幼稚	?	childish; immature	这个想法太幼稚了。
幽默	?	humorous	他很幽默。
广告	?	advertisement	我在看广告。
广场	?	square; plaza	我想了解广场。
广大	?	vast; extensive	广大地区
广播	?	broadcast; radio	我在听广播。
广泛	a	wide; extensive	广泛使用
广阔	?	vast; broad	海洋非常广阔。
庄严	?	solemn; dignified	会场气氛很庄严。
庄稼	?	crops	今年庄稼长得很好。
庄重	?	solemn; dignified	正式场合要穿得庄重。
庆祝	v	to celebrate	大家一起庆祝生日。
床	?	bed	房间里有两张床。
序言	?	preface; foreword	我先读了这本书的序言。
库	?	storehouse; database	资料都放在数据库里。
应付	v	to cope with; handle	这个问题不容易应付。
应用	v	to apply; use	应用这个方法
应聘	v	to apply for a job	我想应聘这个工作。
应该	mv	should; ought to	你应该多休息。
应邀	?	at the invitation of; invited	他应邀参加会议。
底	?	bottom	鞋底有点儿脏。
店	?	shop; store	这家店很大。
庞大	?	huge; enormous	这是一个庞大的计划。
废	?	waste; useless	这些是废纸。
废寝忘食	v	to forget food and sleep from hard work	他为了研究废寝忘食。
度	?	degree (temperature)	今天十度。
度过	v	to spend; pass	我们一起度过周末。
座	mw	measure word for buildings/bridges	前面有一座桥。
座位	?	seat	这是我的座位。
座右铭	?	motto	“坚持”是他的座右铭。
庸俗	?	vulgar; lowbrow	这个笑话有点儿庸俗。
