# 语法备注英文 (hand-authored, NOT machine-translated). 中文备注<TAB>English.
# Keyed by the EXACT 备注 text in the xlsx; merged into each grammar point as noteEn by convert_grammar.py.
“来”表示约数时放在数词后；“一来二来”用于列两个理由。	来 for an approximate number goes after the number; 一来…二来… lists two reasons.
常用于话题转换；“不至于”表示程度没有那么严重。	Used to switch topics; 不至于 means "not to that extent".
和“终于”接近；“总算”常带松一口气的感觉。	Close to 终于; 总算 carries a sense of relief.
常见：定下来、记下来、保存下来、坚持下来。	Common: 定下来, 记下来, 保存下来, 坚持下来.
“舍”这里有放弃、割舍的意思。	Here 舍 means to give up / part with.
“自从”后需接起点；“从此”本身就是“从那个时候起”。	自从 needs a starting point; 从此 already means "from then on".
既可作动词引出假设条件，也可作名词。	Can be a verb introducing a hypothesis, or a noun.
可表示数量“一堆”，也可作动词“堆起来”。	Can mean the quantity "a pile", or the verb "to pile up".
“与其”后是较不想选的做法，“不如”后是更好的选择。	与其 introduces the less-preferred option; 不如 the better one.
表示决定直接、不绕弯。	Means deciding directly, without beating around the bush.
常说“以防万一、不怕一万，就怕万一”。	Common: 以防万一; 不怕一万，就怕万一.
注意“无意做”与“无意中做”的区别。	Note the difference between 无意做 and 无意中做.
反义词是“不利于”。	Its antonym is 不利于.
与“确实”接近。	Close to 确实.
不同语调表达不同态度，是口语交际语言点。	Different intonations show different attitudes; a spoken-interaction point.
“容易”多描述事情难不难；“轻易”多修饰人的动作。	容易 describes how hard a thing is; 轻易 modifies a person's action.
常见：关系密切、密切联系、密切相关。	Common: 关系密切, 密切联系, 密切相关.
读 jǐnliàng。	Read jǐnliàng.
比“逐渐”更强调有步骤、分阶段。	More than 逐渐, it stresses steps/stages.
表示没有因为特殊情况而改变。	Means unchanged despite special circumstances.
常在知道原因后表达“原来如此”。	Expresses "so that's why" once the reason is known.
“与其”提出放弃的选择，后面给更愿意选择的方案。	与其 gives the rejected option, then the preferred one.
放在总结性结论前。	Placed before a summarizing conclusion.
这里的“过”是方向/路径，不是经历助词“过”。	Here 过 is direction/path, not the experiential particle 过.
常见：打开、分开、离开、传开、让开。	Common: 打开, 分开, 离开, 传开, 让开.
比“快”更强调抓紧时间。	More than 快, it stresses hurrying.
可表示“一片叶子/面包/海/掌声”等。	Can count 一片叶子/面包/海/掌声, etc.
副词时常和“不、没”一起使用。	As an adverb it's used with 不/没.
“除非”提出唯一或必要条件。	除非 introduces the only/necessary condition.
常见于“急得直哭、笑得直不起腰”等强烈状态。	Common in strong states like 急得直哭, 笑得直不起腰.
常表示无论前面情况怎样，后面的结论不变。	Means the conclusion holds regardless of the situation.
初学阶段先掌握最基本的“谁 + 做什么 + 什么”顺序。	First master the basic order: who + does + what.
“是”常连接身份、国籍、名称等；否定是“不是”。	是 links identity/nationality/name; the negative is 不是.
本册先掌握最基本的所属关系。	First master the most basic possessive relationship.
句子的基本顺序不变，只在句末加“吗”。	Keep the basic word order; just add 吗 at the end.
名词前表示数量时常用“两”，如“两个人、两个孩子”。	Use 两 (not 二) before a measure word: 两个人, 两个孩子.
前文已经说过的问题可以用“呢”避免重复。	Use 呢 to avoid repeating a question already mentioned.
本课重点量词包括“个、口”等。	Key measure words here include 个, 口.
口语日期常用“号”，书面也常用“日”。	Speech uses 号 for dates; writing often uses 日.
本课重点是这些句子可以不用“是”。	The point: these sentences need no 是.
“会”强调通过学习获得的技能。	会 stresses a skill gained through learning.
动作按照实际发生顺序排列。	Actions are ordered as they actually happen.
“怎么”主要询问动作的方法或方式。	怎么 mainly asks the method or manner of an action.
钟点表达按“小时→分钟”的顺序。	Clock time goes hour → minutes.
“吧”让建议、商量或请求的语气更柔和。	吧 softens a suggestion, consultation or request.
时间一般放在主要动词前。	Time expressions generally go before the main verb.
和第4课询问“你呢？”不同，这里的“呢”用于陈述句末加强语气。	Unlike the 你呢? of Lesson 4, this 呢 ends a statement to add emphasis.
本册先掌握最常见的方位词和“边”形式。	First master the common location words and the …边 forms.
“在 + 地点”放在动作前面。	在 + place goes before the action.
“会”强调学会的技能；“能”更常表示条件允许或实际能力。	会 stresses a learned skill; 能 stresses being allowed/able.
这里的“有”重点是表示某处存在某人或某物。	Here 有 stresses that someone/something exists at a place.
基本顺序：时间在前，处所在后，最后是主要动作。	Basic order: time first, place next, then the main action.
“第”把普通数词变成序数。	第 turns a plain number into an ordinal.
“元”较正式，“块”是常用口语。	元 is formal; 块 is the everyday spoken word.
初级阶段可记：形容词前一般不用“是”。	At this level: don't use 是 before an adjective.
“怎么”多问方法；“怎么样”多问情况或评价。	怎么 asks how (method); 怎么样 asks about a situation or opinion.
正反问句末一般不用“吗”。	A yes-no (V-not-V) question doesn't take 吗.
“正在”的进行意味比“在”更强。	正在 signals "in progress" more strongly than 在.
本册重点理解“要”表示愿望、需要或近期计划。	Focus: 要 for a wish, need, or near-future plan.
天气、自然现象等常可以不用明确主语。	Weather and natural phenomena often need no explicit subject.
这里的“了”强调变化；第14课学习动作完成的“了（2）”。	Here 了 marks change; Lesson 14 covers the completion 了(2).
既可表示“太……”，也可用于强烈感叹。	Can mean "too…" or a strong exclamation.
本册重点是许可、允许的“可以”。	Focus: 可以 for permission/allowing.
常用于短暂动作和礼貌请求。	Used for brief actions and polite requests.
本课先掌握“给 + 人 + 东西”的双宾语结构。	First master the double-object pattern 给 + person + thing.
和第12课句末“了（变化）”区分：这里重点是动作已经完成。	Unlike the change 了 of Lesson 12, this stresses a completed action.
离合词形式像一个词，但中间可以插入“了、数量”等成分。	Separable words look like one word but can take 了/quantity inside.
“都”通常放在主要动词或形容词前。	都 usually goes before the main verb or adjective.
“也”常表示另一人/事物情况相同；“还”常表示在已有信息上再增加一项。	也 marks "same for another"; 还 adds one more item.
第一册“吧（1）”主要表示建议；这里的“吧（2）”表示说话人有一个猜测，希望对方确认。	Book 1's 吧(1) suggests; 吧(2) here marks a guess seeking confirmation.
肯定句中的“是”有时可以省略；本级先掌握最常见的强调方式、人物和目的。	是 can be dropped in positive sentences; focus on stressing manner, person and purpose.
“请、让、叫”后的“人”既是前一个动词的宾语，也是后一个动作的执行者。	After 请/让/叫, the person is both object of the first verb and doer of the next.
表示在几种可能中认为这个选择更合适。	Marks this option as the more suitable among possibilities.
“多”表示超过前面的数字一点儿，不表示精确数量。	多 means a bit more than the number, not an exact amount.
定语较长时通常要用“的”。	Use 的 when the modifier is long.
常见结果补语：好、完、懂、到、见、错等；否定常用“没 + 动词 + 结果补语”。	Common result complements: 好/完/懂/到/见/错; negate with 没 + verb + complement.
表示动作时间短、次数少或尝试一下，语气比较轻松。	Marks a brief/few-times/tentative action, in a casual tone.
和“动词重叠（1）”相比，本点强调动作已经发生。	Unlike verb reduplication (1), this stresses the action already happened.
否定常用“没（有）+ 动词 + 过”。	Negate with 没(有) + verb + 过.
初学先掌握完整结构；口语中有时可省略其中一个关联词。	Learn the full pattern first; speech may drop one connective.
“的”后面的中心名词已经清楚时可以省略。	The head noun after 的 can be dropped when it's already clear.
先掌握“来=朝说话人方向，去=离开说话人方向”。	First learn 来 = toward the speaker, 去 = away from the speaker.
地点名词通常放在“来/去”前；事物宾语的位置更灵活。	A place noun goes before 来/去; a thing object is more flexible.
常带提醒、惊讶或不满意的语气。	Carries a reminding, surprised or displeased tone.
形容词重叠后一般不能再加“很、非常”。	After reduplication, an adjective can't take 很/非常.
表示只举几个例子，还有类似内容没有全部说出来。	Gives just a few examples, with more similar ones left unsaid.
简单记：修饰“怎么做一个动作”时，常用“……地 + 动词”。	Simple rule: to modify how an action is done, use …地 + verb.
第二个动作通常紧接第一个动作发生。	The second action usually happens right after the first.
“得”后面说明动作的状态、程度或效果。	After 得 comes the state, degree or effect of the action.
动词有宾语时不能直接说“他打篮球得很好”。	With an object you can't say 他打篮球得很好 (repeat the verb).
最基本的“比”字比较句。	The most basic 比 comparison sentence.
“比”字句的形容词前一般不用“很、非常”，可以用“更、还”。	In a 比 sentence use 更/还, not 很/非常, before the adjective.
“虽然”提出事实，“但是”引出与预期不同的结果。	虽然 gives a fact; 但是 gives an unexpected result.
这是“比”字句的常见否定比较方式。	This is the common way to negate a 比 comparison.
“离”可以表示空间距离，也可以表示时间距离。	离 can express distance in space or in time.
时量补语表示动作持续的时间长度。	A duration complement shows how long an action lasts.
大主语是全句话题，小主语和谓语一起说明这个话题。	The big subject is the topic; the small subject + predicate comment on it.
选择问句使用“还是”，通常不用“或者”。	Choice questions use 还是, not 或者.
有明确时间词时，教材特别强调常用“就要……了”。	With a specific time word, the text prefers 就要…了.
这里强调状态持续，不是“正在做某事”的进行体。	Here it stresses a lasting state, not an action in progress.
带宾语时的基本顺序是“动词 + 着 + 宾语”。	With an object the order is verb + 着 + object.
“最”表示在一个范围内程度最高。	最 marks the highest degree within a scope.
“多了/得多”表示差别比较大。	多了/得多 shows a large difference.
比较的是动作的状态时，“比”的位置有两种常见形式。	When comparing the manner of an action, 比 has two common positions.
重点是避免“动词+宾语+得”的错误顺序。	The point is to avoid the wrong order verb + object + 得.
第一册“双宾语句（1）”主要学“给 + 人 + 东西”；这里增加“拿给、送给、卖给”。	Book 1 taught 给 + person + thing; here add 拿给/送给/卖给.
数量短语说明“到底差多少”。	A quantity phrase says exactly how big the difference is.
和第12课“多了/得多”相反，“一点儿/一些”表示差别较小。	Opposite to 多了/得多, 一点儿/一些 shows a small difference.
第一册存现句（1）用“有”；这里学习“地点 + 动词着 + 人/物”。	Book 1 used 有; here learn place + verb+着 + person/thing.
这里的“多”不是“多少”，而是感叹程度很高。	Here 多 isn't "how many"; it's an exclamation of high degree.
本点先掌握“次”表示动作发生的次数。	First master 次 for the number of times an action happens.
人名、地点名等位置较灵活；代词通常放在次数补语前。	Names/places are flexible; pronouns go before the frequency complement.
第一册“有（1）”主要表示拥有/存在；这里的“有”表示数量达到某个程度。	Book 1's 有 meant have/exist; here 有 means reaching a certain amount.
“看上去”和“看起来”在表示外表印象时基本可以互换。	看上去 and 看起来 are basically interchangeable for outward impression.
这里的疑问代词不要求对方回答具体的人、事物或地点。	Here the question word doesn't ask for a specific person/thing/place.
多项定语的顺序较复杂，本级先掌握常见顺序，不要求一次记住所有规则。	Multiple modifiers are complex; just learn the common order for now.
“又……又……”连接的两个部分通常词性相同。	The two parts joined by 又…又… are usually the same word class.
此时“谁、什么、哪儿”等表示一个范围里的任何一个，不是在提问。	Here 谁/什么/哪儿 mean "any one" within a range, not a question.
前后通常使用同一个疑问代词，表示自由选择或对应关系。	The same question word appears twice, for free choice or correspondence.
口语中很常见，句末经常带“的”。	Very common in speech, often ending with 的.
这里的“坏了”不是“变坏”，而是程度补语，表示程度非常高。	Here 坏了 isn't "gone bad"; it's a degree complement meaning "extremely".
“就”常让人感觉早、快、容易；“才”常让人感觉晚、慢、少。	就 feels early/fast/easy; 才 feels late/slow/few.
“没”多否定已经发生的动作；“不”多否定习惯、状态或意愿。	没 negates completed actions; 不 negates habits, states or intentions.
“一样”后面可以再接形容词说明哪方面一样。	一样 can be followed by an adjective saying in what way they're alike.
“都”常表示排除一个例外；“还/也”常表示另外增加一项。	都 marks an exception (except…); 还/也 add one more.
“得很”放在形容词后，口语中表示程度很高。	得很 after an adjective means "very" in speech.
量词重叠通常和“都”搭配，表示没有例外。	Reduplicated measure words pair with 都 to mean "without exception".
句末的人或物通常是不确定、第一次出现的信息。	The person/thing at the end is usually new, indefinite information.
两个动作有明显的先后关系，第二个动作紧接着第一个动作。	The two actions are clearly ordered; the second follows right after.
表示到了做某事的时间，常带提醒语气。	Marks that it's time to do something, often as a reminder.
“如果”提出假设条件，“就”引出相应结果。	如果 sets a hypothetical; 就 gives the result.
V1表示伴随状态或方式，V2是主要动作。	V1 is the accompanying manner; V2 is the main action.
“A不比B高”只说明A没有比B更高，A可能一样高，也可能更矮。	A 不比 B 高 only means A isn't taller; A may be equal or shorter.
“极了”放在形容词或少数心理动词后，程度比“很”强。	极了 after an adjective/mental verb is stronger than 很.
后一个分句通常比前一个分句增加一层信息。	The second clause adds a further layer to the first.
这里“出、起、下”主要表示动作产生了某种结果，不一定是真正的空间方向。	Here 出/起/下 mark a result, not necessarily real spatial direction.
离合词中间可以插入动态助词、时量或数量成分，不能总把它当作普通双音节动词。	Separable verbs can take particles/duration/quantity inside; not ordinary two-syllable verbs.
本点强调“从某动作完成/某变化发生，到现在已经过了多久”。	Focus: how long it's been since an action finished or a change occurred.
“以前/以后”可以跟较长短语；“前/后”更简洁。	以前/以后 take longer phrases; 前/后 are more concise.
“为了”后面是目的，后面的句子说明为这个目的做什么。	为了 states the purpose; the clause tells what's done for it.
可能补语强调“能不能达到某个结果”，不是一般的“能 + 动词”。	A potential complement asks if a result is achievable, unlike 能 + verb.
两个“越”后面都可以接动作或状态。	After each 越 you can put an action or a state.
“把”后的宾语通常是明确、已知的事物；本点重点是动作后的地点。	The 把 object is definite; focus here is the place after the verb.
这里的“上/中/下”不是简单方位词，而表示方面、环境或条件。	Here 上/中/下 mark an aspect/environment/condition, not location.
本点重点是动作的接受者，用“给 + 人”表示。	Focus: the recipient, shown with 给 + person.
最简单记法：选择问句用“还是”，陈述句表示选择通常用“或者”。	Simple rule: 还是 in choice questions, 或者 in statements.
“看来”表示根据已有情况作出判断。	看来 marks a judgement based on the situation.
动词后要有结果，不能只说“我把作业写”。	The verb needs a result; you can't just say 我把作业写.
表示一个评价或判断是从谁的角度出发。	Marks whose viewpoint an opinion comes from.
这是陈述句的选择关系，不是问句，因此不用“还是”。	This is a statement's "either…or", not a question, so no 还是.
这里的“上/起来”表示动作或状态从没有到开始出现。	Here 上/起来 mark an action or state beginning to appear.
本点的“就”强调范围或数量很小，意思接近“只”。	Here 就 stresses a small scope/amount, close to 只.
“下去”常强调继续向后发展；“下来”常表示保存、保持到后面。	下去 stresses continuing on; 下来 stresses keeping/settling.
“的话”放在条件后面；前面可以省略“如果”。	的话 follows the condition; 如果 can be dropped in front.
本点强调“把”字句中的趋向补语，如出来、进去、过来、回去等。	Focus: directional complements in the 把 sentence, e.g. 出来/进去/过来/回去.
HSK3先掌握基本“被”字句；动作后通常要有结果、数量或其他成分。	Learn the basic 被 sentence; the verb needs a result/quantity/etc.
“再”常用于下一步动作；“然后”连接前后两个步骤也很常见。	再 is for the next step; 然后 also commonly links two steps.
很口语，常用于反驳对方刚才的判断，语气要结合场景使用。	Very colloquial; used to rebut what was just said—mind the context.
“根据”后面是判断、行动所依据的信息或标准。	根据 is followed by the basis for a judgement or action.
表示按固定数量分组或依次进行，常加“地”修饰后面的动作。	Means in fixed groups or one by one, often with 地 before the verb.
和“看来”不同，“在……看来”明确说明是谁的观点。	Unlike 看来, 在…看来 makes clear whose view it is.
表示经过的时间很短。	Means only a short time passed.
重点是两个动作或状态交替出现，不是同时发生。	The point is two actions alternate, not happen at once.
用于说明通常情况，不表示每一个人或每一种情况都完全如此。	States the general case, not that every single instance is so.
这里比较的是动作在时间或数量上的具体差别。	Here it compares a concrete difference in time or amount of an action.
“向”常引出动作的方向或对象，如“向老师学习、向大家介绍”。	向 introduces direction/target, e.g. 向老师学习, 向大家介绍.
形式是问句，但常常不是为了得到新信息，而是强调说话人的判断。	It's a question in form but stresses the speaker's judgement, not new info.
第二部分在前一层意思上进一步加强程度。	The second part intensifies the degree of the first.
“只有”提出必须满足的条件；没有这个条件，后面的结果通常不能发生。	只有 gives a necessary condition; without it, the result can't happen.
概数表示大概数量。本级重点复习相邻数字连用，并理解“来、左右”等常见约数形式。	Approximate numbers: review adjacent-number pairs and forms like 来/左右.
“刚才”可以单独作时间成分；“刚刚”是副词，通常放在动词前。	刚才 can stand as a time word; 刚刚 is an adverb, usually before the verb.
“只要”表示这个条件一满足，后面的结果就能够发生。和“只有……才……”要注意区分。	只要: once met, the result can happen—distinguish from 只有…才….
“从……起”强调一个新的时间或空间起点。	从…起 stresses a new starting point in time or space.
